10	1000	0,00097
10	10000	0,003006
10	100000	0,015038
10	1000000	0,137339994
10	2000	0,000979
10	20000	0,004009
10	200000	0,029077999
10	3000	0,001974
10	30000	0,006015
10	300000	0,041108999
10	4000	0,001004
10	40000	0,007041
10	400000	0,059156001
10	5000	0,001977
10	50000	0,007017
10	500000	0,066177003
10	6000	0,002004
10	60000	0,00801
10	600000	0,081216
10	7000	0,001981
10	70000	0,009994
10	700000	0,095259003
10	8000	0,002006
10	80000	0,012011
10	800000	0,107285
10	9000	0,001979
10	90000	0,013065
10	900000	0,119285002
100	1000	0,002006
100	10000	0,004016
100	100000	0,034092002
100	1000000	0,302828997
100	2000	0,001001
100	20000	0,006006
100	200000	0,065173998
100	3000	0,001993
100	30000	0,011031
100	300000	0,094274998
100	4000	0,001999
100	40000	0,015017
100	400000	0,121298
100	5000	0,004011
100	50000	0,018033
100	500000	0,166436985
100	6000	0,003007
100	60000	0,020057
100	600000	0,184515998
100	7000	0,003007
100	70000	0,022032
100	700000	0,213536993
100	8000	0,004011
100	80000	0,025067
100	800000	0,250663996
100	9000	0,00401
100	90000	0,030081
100	900000	0,274758011
1000	1000	0,001976
1000	10000	0,008992
1000	100000	0,088233002
1000	1000000	0,988628983
1000	2000	0,003974
1000	20000	0,018012
1000	200000	0,179503009
1000	3000	0,005044
1000	30000	0,026069
1000	300000	0,282747
1000	4000	0,006992
1000	40000	0,035094
1000	400000	0,358953983
1000	5000	0,005985
1000	50000	0,048103999
1000	500000	0,443179011
1000	6000	0,005979
1000	60000	0,063167997
1000	600000	0,553469002
1000	7000	0,006987
1000	70000	0,070162997
1000	700000	0,626635015
1000	8000	0,007988
1000	80000	0,073197998
1000	800000	0,723924994
1000	9000	0,008002
1000	90000	0,097259
1000	900000	0,828169048
10000	1000	0,008993
10000	10000	0,084192
10000	100000	0,895348966
10000	1000000	9,740919113
10000	2000	0,017018
10000	20000	0,166413993
10000	200000	1,755167961
10000	3000	0,024045
10000	30000	0,24060899
10000	300000	2,871607065
10000	4000	0,032058001
10000	40000	0,350932986
10000	400000	3,571482182
10000	5000	0,060192
10000	50000	0,424098998
10000	500000	4,794747829
10000	6000	0,051135
10000	60000	0,563497961
10000	600000	5,557770729
10000	7000	0,053141002
10000	70000	0,678806007
10000	700000	6,856248856
10000	8000	0,061128002
10000	80000	0,738964975
10000	800000	7,412702084
10000	9000	0,075226001
10000	90000	0,789095998
10000	900000	8,713132858
100000	1000	0,082246996
100000	10000	1,065832019
100000	100000	10,583127022
100000	1000000	90,881439209
100000	2000	0,199542001
100000	20000	2,076488018
100000	200000	21,885137558
100000	3000	0,324864
100000	30000	3,054089069
100000	300000	31,778705597
100000	4000	0,355942011
100000	40000	3,925433159
100000	400000	43,259986877
100000	5000	0,437152982
100000	50000	4,845878601
100000	500000	46,016326904
100000	6000	0,629651964
100000	60000	6,463148117
100000	600000	54,123165131
100000	7000	0,734342992
100000	70000	7,317449093
100000	700000	64,221694946
100000	8000	0,736958981
100000	80000	8,56880188
100000	800000	73,634719849
100000	9000	0,795111001
100000	90000	8,339139938
100000	900000	83,284690857
